id,label,atlas,rv,hr
363,RH_DefaultA_pCunPCC_2,schaefer,0.173599980648886,0.176675814120202
364,RH_DefaultA_pCunPCC_3,schaefer,0.30963266106256,0.245506265165117
365,RH_DefaultA_pCunPCC_4,schaefer,0.344332378913566,0.258158884944409
366,RH_DefaultA_pCunPCC_5,schaefer,0.214384758037642,0.194962852670387
367,RH_DefaultA_PFCm_1,schaefer,0.2637184292626,0.207072867852314
368,RH_DefaultA_PFCm_2,schaefer,0.218516994887741,0.212872153504512
369,RH_DefaultA_PFCm_3,schaefer,0.331348352642781,0.251476592118222
370,RH_DefaultA_PFCm_4,schaefer,0.29061478969917,0.236145563990721
371,RH_DefaultA_PFCm_5,schaefer,0.277522125987642,0.227850599645886
372,RH_DefaultA_PFCm_6,schaefer,0.282585634770281,0.182507168376447
373,RH_DefaultB_Temp_1,schaefer,0.283086290745485,0.205755018236656
374,RH_DefaultB_Temp_2,schaefer,0.290819662691612,0.215675128425822
375,RH_DefaultB_AntTemp_1,schaefer,0.269932565086229,0.185994190297941
376,RH_DefaultB_PFCd_1,schaefer,0.183863585975015,0.144071460878923
377,RH_DefaultB_PFCd_2,schaefer,0.281574414830292,0.206523173754592
378,RH_DefaultB_PFCd_3,schaefer,0.29377448353264,0.175673414409914
379,RH_DefaultB_PFCd_4,schaefer,0.263078697688464,0.179826428208925
380,RH_DefaultB_PFCd_5,schaefer,0.317620589334322,0.22980729606144
381,RH_DefaultB_PFCv_1,schaefer,0.285807734774084,0.163598360811619
382,RH_DefaultB_PFCv_2,schaefer,0.236867381077059,0.11974330549931
383,RH_DefaultB_PFCv_3,schaefer,0.341302053118671,0.207688239798795
384,RH_DefaultC_IPL_1,schaefer,0.293189041345511,0.262820098653076
385,RH_DefaultC_IPL_2,schaefer,0.249556642080709,0.218264833147405
386,RH_DefaultC_Rsp_1,schaefer,0.321819857437916,0.23658749464778
387,RH_DefaultC_Rsp_2,schaefer,0.25791562704552,0.220696152989792
388,RH_DefaultC_PHC_1,schaefer,0.284228108745677,0.174786456782818
389,RH_DefaultC_PHC_2,schaefer,0.252347742040265,0.165377414118762
390,RH_TempPar_1,schaefer,0.287983135042778,0.17517865824183
391,RH_TempPar_2,schaefer,0.298947041972745,0.21891816532363
392,RH_TempPar_3,schaefer,0.264979952245246,0.19620374200055
393,RH_TempPar_4,schaefer,0.326664956196347,0.264446476770623
394,RH_TempPar_5,schaefer,0.304277894841474,0.243226243976624
395,RH_TempPar_6,schaefer,0.309563564794883,0.252525747272779
396,RH_TempPar_7,schaefer,0.328075384491521,0.257447770825797
397,RH_TempPar_8,schaefer,0.356969436821658,0.275997852792642
398,RH_TempPar_9,schaefer,0.328203312785048,0.257203506765878
399,RH_TempPar_10,schaefer,0.327715171412923,0.254168020924679
